WineName,Vintage,VineyardName,Country,Region,Type,Size(ml),Varietal,Critic,Rating,Price,CatalogueRemark,VivinoRating,Dry-Sweet,Light-Bold,Soft-Acidic,Smooth-Tannic,Gentle-Fizzy,NumVivinoRaters,NumReviews,VivinoRemarks,VivinoURL,VivinoPrice,VivinoRetailer,VivinoAvailableVintage,On-PremiseExclusive,Organic and/Or Bio-dynamic,Natural Winemaking,Sustainable Winegrowing,No Preservative
Hunter Valley Chardonnay,2017,Tyrrell's Wines,Australia,"Hunter Valley, NSW",White ,750,Chardonnay,,,40,,3.2,2,7,6,,,30,,,https://www.vivino.com/tyrrells-wines-old-winery-chardonnay/w/2119643?year=2017,,,,N,N,Y,Y,N
Hunter Valley Shiraz,2016,Tyrrell's Wines,Australia,"Hunter Valley, NSW",Red,750,Shiraz,,,40,,3.5,3,9,6,5,,159,117,,https://www.vivino.com/tyrrells-wines-shiraz/w/1256062?year=2016,$56.00,Vini Vino,2016,N,N,Y,Y,N
Hunter Valley Shiraz,2017,Tyrrell's Wines,Australia,"Hunter Valley, NSW",Red,750,Shiraz,,,40,,3.8,3,9,6,5,,112,117,,https://www.vivino.com/tyrrells-wines-shiraz/w/1256062?year=2017,$56.00,Vini Vino,2016,N,N,Y,Y,N
Rufus Stone Healthcote Shiraz,2013,Tyrrell's Wines,Australia,"Hunter Valley, NSW",Red,750,Shiraz,,,42,,3.6,2,10,5,6,,452,319,,https://www.vivino.com/tyrrells-wines-rufus-stone-heathcote-shiraz/w/13527?year=2013,$58.00,Vini Vino,2014,N,N,Y,Y,N
Rufus Stone Healthcote Shiraz,2014,Tyrrell's Wines,Australia,"Hunter Valley, NSW",Red,750,Shiraz,,,42,,3.8,2,10,5,6,,388,319,,https://www.vivino.com/tyrrells-wines-rufus-stone-heathcote-shiraz/w/13527?year=2014,$58.00,Vini Vino,2014,N,N,Y,Y,N
Belford Chardonnay,2016,Tyrrell's Wines,Australia,"Hunter Valley, NSW",Red,750,Chardonnay,JS,93,59,,4,2,7,5,5,,31,21,,https://www.vivino.com/tyrrells-wines-belford-chardonnay/w/13529?year=2016,$79.00,Vini Vino,2016,N,N,Y,Y,N
Stevens Reserve Semillon,2012,Tyrrell's Wines,Australia,"Hunter Valley, NSW",White,750,Semillon,JS,92,59,,3.9,,,,,,,,,https://www.vivino.com/tyrrells-wines-stevens-reserve-semillon/w/1839800?year=2012,,,,N,N,Y,Y,N
Stevens Shiraz,2016,Tyrrell's Wines,Australia,"Hunter Valley, NSW",Red,750,Shiraz,,,59,,3.7,2,9,6,6,,65,62,,https://www.vivino.com/tyrrells-wines-stevens-shiraz/w/1784296?year=2016,,,,N,N,Y,Y,N
Lunatiq Heathcote Shiraz,2013,Tyrrell's Wines,Australia,"Hunter Valley, NSW",Red,750,Shiraz,JS,92,59,,4,2,10,5,6,,152,153,,https://www.vivino.com/tyrrells-wines-lunatiq-heathcote-shiraz/w/1395183?year=2013,$79.00,Vini Vino,2013,N,N,Y,Y,N
Vat 1 Hunter Semillon,2012,Tyrrell's Wines,Australia,"Hunter Valley, NSW",White,750,Semillon,RP,94,79,,4.1,,,,,,,,,https://www.vivino.com/tyrrells-wines-vat-1-semillon/w/13538?year=2013,$99.00,Vini Vino,2012,N,N,Y,Y,N
Vat 47 Hunter Chardonnay,2014,Tyrrell's Wines,Australia,"Hunter Valley, NSW",White,750,Chardonnay,JS,95,79,,4.2,2,6,5,,,45,137,,https://www.vivino.com/tyrrells-wines-vat-47-chardonnay/w/13540?year=2014,$99.00,Vini Vino,2014,N,N,Y,Y,N
Vat 8 Hunter Shiraz-Cabernet,2010,Tyrrell's Wines,Australia,"Hunter Valley, NSW",Red,750,Shiraz & Cabernet Sauvignon,RP,92,79,,3.8,2,10,5,6,,29,48,Oldest vintage available. Cheapest vintage available,https://www.vivino.com/tyrrells-wines-vat-8-shiraz-cabernet/w/13539?year=2010,$99.00,Vini Vino,2010,N,N,Y,Y,N
Vat 8 Hunter Shiraz-Cabernet,2011,Tyrrell's Wines,Australia,"Hunter Valley, NSW",Red,750,Shiraz & Cabernet Sauvignon,RP,91,79,,4.1,2,10,5,6,,63,48,Popular among Vivino users. More than 60 ratings. Latest vintage available,https://www.vivino.com/tyrrells-wines-vat-8-shiraz-cabernet/w/13539?year=2011,$99.00,Vini Vino,2011,N,N,Y,Y,N
Vat 9 Hunter Shiraz,2016,Tyrrell's Wines,Australia,"Hunter Valley, NSW",Red,750,Shiraz,,,79,,4,2,9,5,5,,50,127,Latest vintage available. Cheapest vintage available,https://www.vivino.com/tyrrells-wines-vat-9-shiraz/w/2002936?year=2016,$99.00,Vini Vino,2016,N,N,Y,Y,N
Johnno's Hand Pressed Semillon,2018,Tyrrell's Wines,Australia,"Hunter Valley, NSW",White,750,Semillon,,,130,,3.7,,,,,,12,,This vintage rates better than any other year for this wine,https://www.vivino.com/tyrrells-wines-johnno-s-semillon/w/1762604?year=2018,$162.00,Vini Vino,2018,N,N,Y,Y,N
HVD Chardonnay,2017,Tyrrell's Wines,Australia,"Hunter Valley, NSW",White,750,Chardonnay,,,110,,3.9,2,6,6,,,10,21,,https://www.vivino.com/tyrrells-wines-hvd-old-vines-chardonnay/w/3702026?year=2017,$139.00,Vini Vino,2017,N,N,Y,Y,N
4 Acres Shiraz,2017,Tyrrell's Wines,Australia,"Hunter Valley, NSW",Red,750,Shiraz,,,140,,4.3,2,9,5,6,,,23,,https://www.vivino.com/tyrrells-wines-four-acres-shiraz/w/13533?year=2017,$173.00,Vini Vino,2017,N,N,Y,Y,N
Johnno's Shiraz,2017,Tyrrell's Wines,Australia,"Hunter Valley, NSW",Red,750,Shiraz,RP,97,140,,4.6,2,9,5,5,,10,13,Great value for money. Similar wines usually cost 3 times as much. This vintage rates better than any other year for this wine,https://www.vivino.com/tyrrells-wines-johnno-s-shiraz/w/1471467?year=2017,$172.00,Vini Vino,2017,N,N,N,N,N
Old Patch Shiraz,2017,Tyrrell's Wines,Australia,"Hunter Valley, NSW",Red,750,Shiraz,RP,100,140,,4.4,2,9,4,5,,,18,,https://www.vivino.com/tyrrells-wines-old-patch-shiraz/w/1748422?year=2017,$172.00,Vini Vino,2017,N,N,N,N,N
Sunday Morning Pinot Gris,2014,Redbank ,Australia,King Valley Victoria,White,750,Pinot Gris,,,47,,3.4,2,5,3,,,18,22,,https://www.vivino.com/redbank-king-valley-sunday-morning-pinot-gris/w/2615366?year=2014,,,,Y,N,N,Y,N
Long Paddock Shiraz,2016,Redbank ,Australia,King Valley Victoria,Red,750,Shiraz,,,34,,3.3,2,10,5,6,,50,24,,https://www.vivino.com/redbank-the-long-paddock-shiraz/w/1915403?year=2016,,,,Y,N,N,Y,N
Warner Vineyard Shiraz,2006,Giaconda,Australia,Beechworth Victoria,Red,750,Shiraz,RP,93,168,,4.2,3,9,6,6,,119,130,Popular among Vivino users. More than 100 ratings,https://www.vivino.com/giaconda-vineyard-warner-vineyard-shiraz/w/79976?year=2006,$199.00,Vini Vino,2006,N,N,N,N,N
Brunnen Pinot Noir ,2016,VS & B,Australia,Beechworth Victoria,Red,750,Pinot Noir,,,77,,4.1,1,6,7,2,,16,4,This vintage rates better than any other year for this wine,https://www.vivino.com/vignerons-schmolzer-brown-brunnen-pinot-noir/w/4437511?year=2016,,,,N,N,N,Y,N
Obstgarten Riesling,2017,VS & B,Australia,Beechworth Victoria,White,750,Riesling,,,65,,4,2,6,8,,,,16,,https://www.vivino.com/vignerons-schmolzer-brown-obstgarten-riesling/w/6167145?year=2017,,,,N,N,N,Y,N
pret-a-Rogue,2017,VS & B,Australia,Beechworth Victoria,White,750,"Shiraz, Pinot Noir & Sangiovese",,,56,,4.4,,,,,,10,,This vintage rates better than any other year for this wine. Among top 5% of all wines in the world,https://www.vivino.com/vignerons-schmolzer-brown-pret-a-blanc/w/4930449?year=2017,,,,N,N,N,Y,N
Bobar Royale Chardonnay,2016,BOBAR,Australia,Yarra Valley Victoria,,750,Chardonnay,,,78,,3.9,3,6,5,,,,1,,https://www.vivino.com/bobar-royale-yarra-valley/w/7553661?year=2016,$119.00,Vini Vino,2016,N,Y,Y,Y,N
Bobar Petit Verdot,2017,BOBAR,Australia,Yarra Valley Victoria,,750,petit verdot,,,62,,3.8,,,,,,,,,https://www.vivino.com/bobar-petit-verdot/w/5936165?year=2017,$98.00,Vini Vino,2017,N,Y,Y,Y,N
Bobar Gamma Ray,2016,BOBAR,Australia,Yarra Valley Victoria,Red,750,Gamay & Cabernet Franc,,,78,,3,,,,,,29,,This vintage rates better than any other year for this wine. Popular among Vivino users. More than 20 ratings,https://www.vivino.com/bobar-gamma-ray/w/5095183?year=2016,$119.00,Vini Vino,2016,N,Y,Y,Y,N
Ephemera Negroamaro,2016,EPHMERA,Australia,Yarra Valley Victoria,Red,750,Negroamaro,,,44,,3.7,,,,,,13,,This vintage rates better than any other year for this wine. Among top 7% of all wines in region,https://www.vivino.com/ephemera-negroamaro/w/5311054?year=2016,$68.00,Vini Vino,2016,N,Y,Y,Y,N
Fistful of Flowers,2018,Momento mori,Australia,Yarra Valley Victoria,White,750,Moscato Giallo & Vermentino,,,58,,4.3,,,,,,71,,This vintage rates better than any other year for this wine,https://www.vivino.com/momento-mori-fistful-of-flowers/w/5433076?year=2018,,,,N,Y,Y,Y,Y
Staring at the Sun,2018,Momento mori,Australia,Yarra Valley Victoria,White,750,"Vermentino, Fiano, Malvasia & Moscato Giallo",,,78,,4.4,,,,,,63,,This vintage rates better than any other year for this wine,https://www.vivino.com/momento-mori-staring-at-the-sun/w/4159490?year=2018,$99.00,Vini Vino,2018,N,Y,Y,Y,Y
Nosiola White,2017,Momento mori,Australia,Yarra Valley Victoria,White,750,Nosiola,,,78,,4.1,,,,,,16,,This vintage rates better than any other year for this wine,https://www.vivino.com/momento-mori-nosiola/w/6351323?year=2017,,,,N,Y,Y,Y,Y
Etcetera Etcetera,2017,Momento mori,Australia,Yarra Valley Victoria,Red,750,Red and White Blend,,,73,,4,,,,,,42,,This vintage rates better than any other year for this wine. Popular among Vivino users. More than 40 ratings,https://www.vivino.com/momento-mori-etcetera/w/5564785?year=2017,,,,N,Y,Y,Y,Y
Giving up the Ghost,2017,Momento mori,Australia,Yarra Valley Victoria,White,750,Greco di Tufo,,,86,,4.2,,,,,,,,,https://www.vivino.com/momento-mori-give-up-the-ghost/w/7587484?year=2017,,,,N,Y,Y,Y,Y
True Love Waits,2017,Momento mori,Australia,Yarra Valley Victoria,Red,750,Nero D'Avola,,,80,,3.6,,,,,,,,,https://www.vivino.com/momento-mori-true-love-wants/w/4816996?year=2017,,,,N,Y,Y,Y,Y
The Incline Syrah,2017,Momento mori,Australia,Yarra Valley Victoria,Red,750,Syrah,,,78,,3.6,2,10,5,7,,21,7,This vintage rates better than any other year for this wine. Popular among Vivino users. More than 20 ratings,https://www.vivino.com/momento-mori-the-incline/w/4606387?year=2017,,,,N,Y,Y,Y,Y
Harem La Menace Rouge (Single vineyard - Upper Yarra),2014,Jamsheed,Australia,Yarra Valley Victoria,Red,750,Cabernet Sauvignon & Merlot,,,52,,3.7,1,8,6,8,,11,4,,https://www.vivino.com/jamsheed-harem-series-harem-la-menace-rouge/w/3353505?year=2014,$72.00,Vini Vino,2014,N,Y,Y,Y,N
Harem Ma Petite Francine (Single vineyard - Upper Yarra),2016,Jamsheed,Australia,Yarra Valley Victoria,Red,750,Cabernet Franc,,,52,,3.6,,,,,,22,,,https://www.vivino.com/jamsheed-harem-series-harem-ma-petite-francine/w/2250798?year=2016,$72.00,Vini Vino,2016,N,Y,Y,Y,N
Harem La Syrah,2015,Jamsheed,Australia,Yarra Valley Victoria,Red,750,Syrah,,,52,,3.8,2,9,6,7,,40,45,,https://www.vivino.com/jamsheed-harem-series-harem-la-syrah/w/2474540?year=2015,$72.00,Vini Vino,2015,N,Y,Y,Y,N
Jamsheed Pyrenees Syrah,2014,Jamsheed,Australia,Yarra Valley Victoria,Red,750,Syrah,,,82,,3.8,2,9,6,7,,17,18,,https://www.vivino.com/jamsheed-harem-series-pyren-syrah/w/3590866?year=2014,$105.00,Vini Vino,2014,N,Y,Y,Y,N
Jamsheed Yarra Valley Illaj  Syrah,2014,Jamsheed,Australia,Yarra Valley Victoria,,750,Syrah,,,82,,3.7,3,10,6,6,,,29,,https://www.vivino.com/jamsheed-harem-series-illaj-syrah/w/5500048?year=2014,,,,N,Y,Y,Y,N
Strenua Yarra Chardonnay,2016,Strenua,Australia,Yarra Valley Victoria,,750,Chardonnay,,,53,,4.3,2,6,5,,,,0,,https://www.vivino.com/strenua-white/w/7009200?year=2016,,,,N,Y,Y,Y,N
Strenua Yarra Syrah,2016,Strenua,Australia,Yarra Valley Victoria,Red,750,Syrah,,,66,,3.5,,,,,,11,,,https://www.vivino.com/strenua-yarra-valley/w/4993958?year=2016,,,,N,Y,Y,Y,N
Pink Pound Rose,2016,Patrick Sullivan,Australia,"Beechworth. Yarra Valley, Vic",Rosé ,750,"Pinot Noir, Sauvignon Blanc & Gewurztraminer",,,56,,3.8,,,,,,,,Oldest vintage available,https://www.vivino.com/patrick-sullivan-pink-pound-rose/w/5975810?year=2016,$76.00,Vini Vino,2016,N,Y,Y,Y,N
Pink Pound Rose,2017,Patrick Sullivan,Australia,Beechworth. Yarra Valley. Vic,Red,750,"Pinot Noir, Sauvignon Blanc & Gewurztraminer",,,56,,3.7,,,,,,76,,This vintage rates better than any other year for this wine. Popular among Vivino users. More than 70 ratings,https://www.vivino.com/patrick-sullivan-pink-pound-rose/w/5975810?year=2017,$76.00,Vini Vino,2017,N,Y,Y,Y,N
Jumpin Juice Red,NV,Patrick Sullivan,Australia,Beechworth. Yarra Valley. Vic,Red,750,Red Blend,,,56,,4,,,,,,680,,Among top 3% of all wines in the world (N.V. Vintage),https://www.vivino.com/patrick-sullivan-jumpin-juice-half-full-red/w/2343310?year=U.V.,,,,N,Y,Y,Y,N
New World Wine,NV,Patrick Sullivan,Australia,Beechworth. Yarra Valley. Vic,Red,750,Pinot Noir & Gamay,,,74,,3.8,,,,,,87,,Among top 9% of all wines in the world (N.V. Vintage),https://www.vivino.com/patrick-sullivan-new-world/w/4081152?year=U.V.,,,,N,Y,Y,Y,N
Windy Cottage Pinot Noir,2016,Patrick Sullivan,Australia,Beechworth. Yarra Valley. Vic,Red,750,Pinot Noir,,,61,,3.5,,,,,,11,,Oldest vintage available,https://www.vivino.com/patrick-sullivan-windy-cottage/w/3789380?year=2016,$88.00,Vini Vino,2016,N,Y,Y,Y,N
Windy Cottage Pinot Noir,2017,Patrick Sullivan,Australia,Beechworth. Yarra Valley. Vic,Red,750,Pinot Noir,,,61,,4.1,,,,,,40,,Popular among Vivino users. More than 40 ratings. Latest vintage available,https://www.vivino.com/patrick-sullivan-windy-cottage/w/3789380?year=2017,$88.00,Vini Vino,2017,N,Y,Y,Y,N
Baw Baw Field White,2017,Patrick Sullivan,Australia,Beechworth. Yarra Valley. Vic,White,750,"Chardonnay, Pinot Gris & Gewurztraminer",,,80,,4,,,,,,36,,This vintage rates better than any other year for this wine. Popular among Vivino users. More than 30 ratings,https://www.vivino.com/patrick-sullivan-baw-baw-field/w/6246414?year=2017,$108.00,Vini Vino,2017,N,Y,Y,Y,N
Waterskin Orange,2017,Patrick Sullivan,Australia,Beechworth. Yarra Valley. Vic,Red,750,Semilllon & Sauvignon Blanc,,,80,,4.1,,,,,,26,,This vintage rates better than any other year for this wine,https://www.vivino.com/patrick-sullivan-waterskin-baw-baw-shire/w/6368541?year=2017,$106.00,Vini Vino,2017,N,Y,Y,Y,N
Amazonian Pinot Noir,2016,Patrick Sullivan,Australia,Beechworth. Yarra Valley. Vic,Red,750,Pinot Noir,,,90,,,,,,,,,,,,,,,N,Y,Y,Y,N
Bill Downie Bio Dynamic Petit Verdot,2015,William Downie,Australia,Yarra Valley Victoria,Red,750,Petit Verdot,,,42,,3.4,,,,,,158,,,https://www.vivino.com/william-downie-bill-downie/w/4420112?year=2015,,,,N,Y,Y,Y,N
Gippsland Pinot Noir,2015,William Downie,Australia,Yarra Valley Victoria,Red,750,Pinot Noir,,,108,,3.6,2,5,6,2,,82,54,Popular among Vivino users. More than 80 ratings,https://www.vivino.com/william-downie-pinot-noir/w/1441761?year=2015,$139.00,Vini Vino,2015,N,N,N,Y,N
Yarra Valley Pinot Noir,2015,William Downie,Australia,Yarra Valley Victoria,Red,750,Pinot Noir,JS,94,108,,4.1,2,5,7,3,,64,39,Popular among Vivino users. More than 60 ratings. Latest vintage available,https://www.vivino.com/william-downie-pinot-noir-yarra-valley/w/1508189?year=2015,$139.00,Vini Vino,2015,N,N,N,Y,N
Guendulain Farm,2016,William Downie,Australia,Yarra Valley Victoria,Red,750,Pinot Noir,,,305,,,1,5,7,2,,,0,,https://www.vivino.com/william-downie-guendulain-farm/w/8012677?year=2016,,,,N,N,N,Y,N
Thousand Candles ,2013,William Downie,Australia,Yarra Valley Victoria,Red,750,"Shiraz, Pinot Noir & Sauvignon Blanc",,,125,,,,,,,,,,,,,,,N,N,N,Y,N
Syrah,2017,Luke Lambert,Australia,Yarra Valley Victoria,Red,750,Syrah,RP,94,74,,3.9,3,9,5,6,,85,88,Popular among Vivino users. More than 80 ratings,https://www.vivino.com/luke-lambert-syrah/w/1798781?year=2017,,,,N,Y,Y,Y,N
Syrah,2018,Luke Lambert,Australia,Yarra Valley Victoria,Red,750,Syrah,,,76,,3.9,3,9,5,6,,43,88,,https://www.vivino.com/luke-lambert-syrah/w/1798781?year=2018,,,,N,Y,Y,Y,N
Premium Cuvee,NV,Jansz,Australia,Tasmania,Sparkling ,750,Champagne blend,,,45,,3.7,,,,,,2448,,Among top 6% of all wines in the world (2010 Vintage),https://www.vivino.com/jansz-tasmania-premium-cuvee/w/96126?year=U.V.,,,,Y,N,N,Y,N
Premium Rose ,NV,Jansz,Australia,Tasmania,Sparkling ,750,Champagne blend,,,45,,3.9,,,,,,1026,,,https://www.vivino.com/jansz-tasmania-premium-rose/w/96124?year=U.V.,,,,Y,N,N,Y,N
Vintage Pipers River,2010,Jansz,Australia,Tasmania,,750,Champagne blend,RP,90,70,,,,,,,,,,,,,,,Y,N,N,Y,N
Tasmanian Pinot Noir,2017,Dalrymple,Australia,Tasmania,Red,750,Pinot Noir,,,58,,3.9,1,4,6,2,,,3,,https://www.vivino.com/dalrymple-swansea-pinot-noir-single-site/w/6937157?year=2017,$105.00,Vini Vino,2015,Y,N,N,Y,N
Cottage Block Pinot Noir *Limited,2014,Dalrymple,Australia,Tasmania,Red,750,Pinot Noir,JS,92,82,,4,3,4,7,2,,57,21,Popular among Vivino users. More than 50 ratings,https://www.vivino.com/dalrymple-cottage-block-pinot-noir/w/4480750?year=2014,$105.00,Vini Vino,2014,N,N,N,Y,N
Single Site Coal River Pinot Noir *Limited,2016,Dalrymple,Australia,Tasmania,Red,750,Pinot Noir,,,82,,4,2,4,7,2,,115,69,,https://www.vivino.com/dalrymple-coal-river-valley-pinot-noir-single-site/w/4480759?year=2016,$105.00,Vini Vino,2015,N,N,N,Y,N
Single Site Swansea Pinot Noir *Limited,2014,Dalrymple,Australia,Tasmania,Red,750,Pinot Noir,,,82,,3.9,1,4,6,2,,,3,,https://www.vivino.com/dalrymple-swansea-pinot-noir-single-site/w/6937157?year=2014,$105.00,Vini Vino,2015,N,N,N,Y,N
Single Site Swansea Pinot Noir *Limited,2015,Dalrymple,Australia,Tasmania,Red,750,Pinot Noir,,,82,,3.9,1,4,6,2,,,3,,https://www.vivino.com/dalrymple-swansea-pinot-noir-single-site/w/6937157?year=2015,$105.00,Vini Vino,2015,N,N,N,Y,N
Single Site Ouse Pinot Noir *Limited,2014,Dalrymple,Australia,Tasmania,Red,750,Pinot Noir,JS,93,82,,4.4,2,5,5,2,,,6,,https://www.vivino.com/dalrymple-ouse-pinot-noir-single-site/w/7301303?year=2014,$105.00,Vini Vino,2014,N,N,N,Y,N
Vineyard Chardonnay,2018,Tolpuddle,Australia,Tasmania,Red,750,Chardonnay,JS,97,76,,,,,,,,,,,,,,,N,N,Y,Y,N
Vineyard Pinot Noir,2018,Tolpuddle,Australia,Tasmania,Red,750,Pinot Noir,JS,95,92,,,,,,,,,,,,,,,N,N,Y,Y,N
Sauvignon Blanc - Piccolo ,2019,Oxford Landing,Australia,"South Eastern, SA",White,187,Sauvignon Blanc,,,8.5,,3.6,1,5,8,,,37,200,This vintage rates better than any other year for this wine,https://www.vivino.com/oxford-landing-sauvignon-blanc/w/1900657?year=2019,,,,N,N,N,Y,N
Sauvignon Blanc  ,2018,Oxford Landing,Australia,"South Eastern, SA",White,750,Sauvignon Blanc,,,26,,3.2,1,5,8,,,87,200,,https://www.vivino.com/oxford-landing-sauvignon-blanc/w/1900657?year=2018,,,,N,N,N,Y,N
Sauvignon Blanc,2019,Oxford Landing,Australia,"South Eastern, SA",White,750,Sauvignon Blanc,,,26,,3.2,1,5,8,,,87,200,,https://www.vivino.com/oxford-landing-sauvignon-blanc/w/1900657?year=2018,,,,N,N,N,Y,N
Chardonnay,2018,Oxford Landing,Australia,"South Eastern, SA",White,750,Chardonnay,,,26,,3.1,2,6,6,,,31,95,,https://www.vivino.com/oxford-landing-chardonnay/w/51274?year=2018,,,,N,N,N,Y,N
Chardonnay,2019,Oxford Landing,Australia,"South Eastern, SA",White,750,Chardonnay,,,26,,3.3,2,6,6,,,,95,,https://www.vivino.com/oxford-landing-chardonnay/w/51274?year=2019,,,,N,N,N,Y,N
Merlot - Piccolo,2017,Oxford Landing,Australia,"South Eastern, SA",Red,187,Merlot,,,8.5,,3.2,1,7,2,3,,239,131,,https://www.vivino.com/oxford-landing-merlot/w/1759704?year=2017,,,,N,N,N,Y,N
Merlot - Piccolo,2018,Oxford Landing,Australia,"South Eastern, SA",Red,187,Merlot,,,8.5,,3.2,1,7,2,3,,36,131,,https://www.vivino.com/oxford-landing-merlot/w/1759704?year=2018,,,,N,N,N,Y,N
Merlot  ,2018,Oxford Landing,Australia,"South Eastern, SA",Red,750,Merlot,,,26,,3.2,1,7,2,3,,36,131,,https://www.vivino.com/oxford-landing-merlot/w/1759704?year=2018,,,,N,N,N,Y,N
Cabernet Sauvignon,2017,Oxford Landing,Australia,"South Eastern, SA",Red,750,Cabernet Sauvignon  ,,,26,,3.2,2,8,6,7,,,34,,https://www.vivino.com/oxford-landing-cabernet-sauvignon/w/51224?year=2017,,,,N,N,N,Y,N
Cabernet Shiraz,2017,Oxford Landing,Australia,"South Eastern, SA",Red,750,Cabernet Sauvignon & Shiraz,,,26,,3.3,2,10,5,6,,149,128,,https://www.vivino.com/oxford-landing-cabernet-sauvignon-shiraz/w/51244?year=2017,,,,N,N,N,Y,N
Shiraz,2018,Oxford Landing,Australia,"South Eastern, SA",Red,750,Shiraz,,,26,,3.4,2,10,5,5,,21,165,This vintage rates better than any other year for this wine,https://www.vivino.com/oxford-landing-shiraz/w/51394?year=2018,,,,N,N,N,N,N
The Lodge Hill Riesling,2019,Jim Barry,Australia,"Clare Valley, SA",White,750,Riesling,,,41,,3.8,1,5,8,,,32,376,,https://www.vivino.com/jim-barry-the-lodge-hill-riesling/w/1721764?year=2019,$44.00,Vini Vino,2017,N,N,N,Y,N
The Florita Riesling,2017,Jim Barry,Australia,"Clare Valley, SA",White,750,Riesling,JS,93,79,,3.7,1,6,8,,,46,86,,https://www.vivino.com/jim-barry-the-florita-riesling/w/1205684?year=2017,,,,Y,N,N,Y,N
The Florita Riesling,2019,Jim Barry,Australia,"Clare Valley, SA",White,750,Riesling,,,72,,4,1,6,8,,,,86,,https://www.vivino.com/jim-barry-the-florita-riesling/w/1205684?year=2019,,,,Y,N,N,Y,N
Assyrtiko,2017,Jim Barry,Australia,"Clare Valley, SA",White,750,Assyrtiko,,,62,,3.8,,,,,,247,,Popular among Vivino users. More than 200 ratings. Among top 7% of all wines in the world,https://www.vivino.com/jim-barry-assyrtiko-clare-valley-white-wine-v/w/5036639?year=2017,$79.00,Vini Vino,2017,N,N,N,Y,N
The Lodge Hill Shiraz,2016,Jim Barry,Australia,"Clare Valley, SA",Red,750,Shiraz,,,41,,3.7,2,10,5,6,,651,699,,https://www.vivino.com/jim-barry-the-lodge-hill-shiraz/w/1791129?year=2016,,,,N,N,N,Y,N
McRae Wood Shiraz,2006,Jim Barry,Australia,"Clare Valley, SA",Red,750,Shiraz,JS,91,90,,4.3,3,10,5,6,,137,469,,https://www.vivino.com/jim-barry-the-mcrae-wood-shiraz/w/31114?year=2006,$105.00,Vini Vino,2014,N,N,N,Y,N
McRae Wood Shiraz,2014,Jim Barry,Australia,"Clare Valley, SA",Red,750,Shiraz,JS,93,80,,4.3,3,10,5,6,,449,469,,https://www.vivino.com/jim-barry-the-mcrae-wood-shiraz/w/31114?year=2014,$105.00,Vini Vino,2014,N,N,N,Y,N
McRae Wood Shiraz,2015,Jim Barry,Australia,"Clare Valley, SA",Red,750,Shiraz,,,79,,4.2,3,10,5,6,,185,469,,https://www.vivino.com/jim-barry-the-mcrae-wood-shiraz/w/31114?year=2015,$105.00,Vini Vino,2014,N,N,N,Y,N
The Armagh Shiraz *Limited,1999,Jim Barry,Australia,"Clare Valley, SA",Red,750,Shiraz,RP,94,345,,4.5,3,10,5,6,,64,269,,https://www.vivino.com/jim-barry-the-armagh-shiraz/w/31124?year=1998,$498.00,Vini Vino,1999,N,N,N,Y,N
The Armagh Shiraz *Limited,2006,Jim Barry,Australia,"Clare Valley, SA",Red ,750,Shiraz,RP,97,318,,4.6,3,10,5,6,,218,269,Featured in Vivino's 2019 Wine Style Awards: Australian Shiraz. Popular among Vivino users. More than 200 ratings,https://www.vivino.com/jim-barry-the-armagh-shiraz/w/31124?year=2006,$568.00,Vini Vino,2012,N,N,N,Y,N
The Armagh Shiraz  ,2012,Jim Barry,Australia,"Clare Valley, SA",Red ,750,Shiraz,RP,98,460,,4.5,3,10,5,6,,90,269,,https://www.vivino.com/jim-barry-the-armagh-shiraz/w/31124?year=2012,$568.00,Vini Vino,2012,N,N,N,Y,N
The Armagh Shiraz,2013,Jim Barry,Australia,"Clare Valley, SA",Red ,750,Shiraz,RP,96,460,,4.5,3,10,5,6,,58,269,Latest vintage available,https://www.vivino.com/jim-barry-the-armagh-shiraz/w/31124?year=2013,$568.00,Vini Vino,2013,N,N,N,Y,N
The Cover Drive Cabernet Sauvignon - Coonawarra,2017,Jim Barry,Australia,"Clare Valley, SA",Red ,750,Cabernet Sauvignon,,,41,,3.7,2,8,7,7,,275,601,,https://www.vivino.com/jim-barry-the-cover-drive-cabernet-sauvignon/w/31104?year=2017,,,,N,N,N,Y,N
First Eleven Cabernet Sauvignon,2015,Jim Barry,Australia,"Clare Valley, SA",Red ,750,Cabernet Sauvignon,RP,91,86,,4.3,1,8,7,6,,47,40,Popular among Vivino users. More than 40 ratings,https://www.vivino.com/jim-barry-first-eleven-cabernet-sauvignon/w/31154?year=2015,$108.00,Vini Vino,2015,N,N,N,Y,N
Tripelpunkt,2017,Chaffey Bros.,Australia,Eden & Barossa Valley. SA,White,750,Old Vine Riesling,WF,92,36,,3.5,,,,,,10,,,https://www.vivino.com/chaffey-bros-tripel-punkt/w/4137010?year=2017,$58.00,Vini Vino,2017,N,N,N,Y,N
Dufte Punkt,2016,Chaffey Bros.,Australia,Eden & Barossa Valley. SA,,750,"Riesling, Gewurztraminer & Weiber Herold",WF,92,36,,3.7,,,,,,96,,Popular among Vivino users. More than 90 ratings,https://www.vivino.com/chaffey-bros-dufte-punkt/w/2632436?year=2016,$58.00,Vini Vino,2016,N,N,N,Y,N
Kontrapunkt,2016,Chaffey Bros.,Australia,Eden & Barossa Valley. SA,,750,Weiber Herold,,,36,,3.8,,,,,,,,,https://www.vivino.com/chaffey-bros-kontra-punkt/w/4760687?year=2016,,,,N,N,N,Y,N
